external_event_id,external_player_id,device_id,ip_address,event_type,device_type,country_code,user_agent,session_id,occurred_at
DEV-000687,PLY-INCO-087,dev-ply-inco-087,192.168.193.201,BET,DESKTOP,BR,Mozilla/5.0 (Windows),sess-cb2aa744-7c0,2026-01-15T16:32:43Z
DEV-000860,PLY-PEP_-120,dev-ply-pep_-120,192.168.63.135,WITHDRAWAL,DESKTOP,BR,Mozilla/5.0 (Android),sess-651147fb-e6e,2026-01-15T18:09:26Z
DEV-000911,PLY-NETW-102,dev-ply-netw-102,192.168.82.194,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-98db2d1b-998,2026-01-15T18:23:53Z
DEV-000302,PLY-NORM-037,dev-ply-norm-037,192.168.154.97,LOGIN,TABLET,BR,Mozilla/5.0 (iPhone),sess-0b9a6477-062,2026-01-15T18:55:36Z
DEV-000750,PLY-STRU-094,dev-ply-stru-094,192.168.6.246,DEPOSIT,TABLET,BR,Mozilla/5.0 (Mac),sess-8fc1ce82-124,2026-01-15T20:41:06Z
DEV-000850,PLY-PEP_-119,dev-ply-pep_-119,192.168.68.88,WITHDRAWAL,TABLET,BR,Mozilla/5.0 (Mac),sess-14af7b80-3ee,2026-01-16T01:20:28Z
DEV-000947,PLY-NETW-104,dev-ply-netw-104,192.168.54.167,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-3dac887c-fef,2026-01-16T07:01:25Z
DEV-000898,PLY-NETW-101,dev-ply-netw-101,192.168.23.20,WITHDRAWAL,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-b88511f6-cce,2026-01-16T09:46:13Z
DEV-000861,PLY-NETW-099,SHARED-NET-ALPHA-001,189.45.100.10,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Android),sess-05db233f-c9d,2026-01-16T11:05:39Z
DEV-000767,PLY-STRU-096,dev-ply-stru-096,192.168.108.120,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-fa985312-2e3,2026-01-16T11:47:08Z
DEV-000474,PLY-NORM-058,dev-ply-norm-058,192.168.173.106,LOGIN,DESKTOP,BR,Mozilla/5.0 (Mac),sess-c9f8f505-9a7,2026-01-16T13:47:16Z
DEV-000805,PLY-BONU-113,dev-ply-bonu-113,192.168.204.105,BET,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-a3ffcfea-8d3,2026-01-16T13:58:17Z
DEV-000388,PLY-NORM-047,dev-ply-norm-047,192.168.123.183,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-aeca3cb8-984,2026-01-16T14:36:06Z
DEV-000109,PLY-NORM-014,dev-ply-norm-014,192.168.167.54,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-53fc26cb-87b,2026-01-16T16:34:05Z
DEV-000583,PLY-NORM-073,dev-ply-norm-073,192.168.96.157,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (Android),sess-359d7058-468,2026-01-16T18:15:30Z
DEV-000901,PLY-NETW-101,dev-ply-netw-101,192.168.23.20,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-d35390ef-960,2026-01-16T21:42:20Z
DEV-000862,PLY-NETW-099,SHARED-NET-ALPHA-001,189.45.100.10,WITHDRAWAL,TABLET,BR,Mozilla/5.0 (Android),sess-5c25e32e-b0b,2026-01-16T23:00:48Z
DEV-000409,PLY-NORM-050,dev-ply-norm-050,192.168.115.226,BET,DESKTOP,BR,Mozilla/5.0 (Windows),sess-12a3d957-be1,2026-01-17T04:59:42Z
DEV-000058,PLY-NORM-008,dev-ply-norm-008,192.168.196.37,BET,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-de023560-3ac,2026-01-17T05:50:02Z
DEV-000831,PLY-PEP_-117,dev-ply-pep_-117,192.168.62.191,LOGIN,DESKTOP,BR,Mozilla/5.0 (Windows),sess-fda52b3d-5a8,2026-01-17T06:53:34Z
DEV-000424,PLY-NORM-052,dev-ply-norm-052,192.168.32.227,LOGIN,TABLET,BR,Mozilla/5.0 (Windows),sess-ea650729-4a7,2026-01-17T08:18:01Z
DEV-000173,PLY-NORM-021,dev-ply-norm-021,192.168.182.126,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (iPhone),sess-d8f4ddae-039,2026-01-17T11:37:45Z
DEV-000579,PLY-NORM-073,dev-ply-norm-073,192.168.96.157,BET,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-035d6cef-05f,2026-01-17T11:58:04Z
DEV-000502,PLY-NORM-063,dev-ply-norm-063,192.168.81.179,BET,TABLET,BR,Mozilla/5.0 (iPhone),sess-cfdab733-a7f,2026-01-17T14:11:46Z
DEV-000468,PLY-NORM-058,dev-ply-norm-058,192.168.173.106,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-318078e2-f34,2026-01-17T15:57:32Z
DEV-000354,PLY-NORM-043,dev-ply-norm-043,192.168.39.51,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Android),sess-f17ba992-6e1,2026-01-17T18:15:17Z
DEV-000061,PLY-NORM-008,dev-ply-norm-008,192.168.196.37,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-11d1bceb-a8c,2026-01-17T21:40:50Z
DEV-000783,PLY-STRU-098,dev-ply-stru-098,192.168.79.153,DEPOSIT,MOBILE_ANDROID,BR,Mozilla/5.0 (Android),sess-9f893d11-5f7,2026-01-18T05:06:00Z
DEV-000281,PLY-NORM-035,dev-ply-norm-035,192.168.67.104,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-898508a7-703,2026-01-18T11:27:57Z
DEV-000307,PLY-NORM-037,dev-ply-norm-037,192.168.154.97,LOGIN,DESKTOP,BR,Mozilla/5.0 (Android),sess-f7db6b3f-8d4,2026-01-18T12:06:43Z
DEV-000092,PLY-NORM-012,dev-ply-norm-012,192.168.22.248,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (Windows),sess-7d08daba-78f,2026-01-18T15:56:06Z
DEV-000802,PLY-BONU-113,dev-ply-bonu-113,192.168.204.105,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (Mac),sess-f225d240-836,2026-01-18T21:10:38Z
DEV-000330,PLY-NORM-041,dev-ply-norm-041,192.168.138.19,BET,TABLET,BR,Mozilla/5.0 (Windows),sess-3171bd85-f0c,2026-01-18T21:36:48Z
DEV-000616,PLY-NORM-077,dev-ply-norm-077,192.168.74.215,BET,TABLET,BR,Mozilla/5.0 (Windows),sess-6051751d-8f8,2026-01-18T23:00:43Z
DEV-000123,PLY-NORM-015,dev-ply-norm-015,192.168.1.195,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-543bf8e1-e6a,2026-01-19T00:42:43Z
DEV-000246,PLY-NORM-031,dev-ply-norm-031,192.168.56.65,BET,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-744a3564-e3e,2026-01-19T04:20:29Z
DEV-000965,PLY-NETW-105,SHARED-NET-BETA-001,200.18.77.33,WITHDRAWAL,TABLET,BR,Mozilla/5.0 (Windows),sess-119a7d82-09c,2026-01-19T06:58:18Z
DEV-000908,PLY-NETW-102,dev-ply-netw-102,192.168.82.194,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (Windows),sess-d496de4c-065,2026-01-19T08:13:09Z
DEV-000355,PLY-NORM-044,dev-ply-norm-044,192.168.57.95,BET,TABLET,BR,Mozilla/5.0 (Mac),sess-b556916f-bcc,2026-01-19T12:05:06Z
DEV-000599,PLY-NORM-075,dev-ply-norm-075,192.168.74.167,DEPOSIT,TABLET,BR,Mozilla/5.0 (Mac),sess-a86cf0c9-273,2026-01-19T13:43:39Z
DEV-000400,PLY-NORM-049,dev-ply-norm-049,192.168.231.13,LOGIN,DESKTOP,BR,Mozilla/5.0 (iPhone),sess-b017459f-7d6,2026-01-19T18:30:11Z
DEV-000829,PLY-PEP_-117,dev-ply-pep_-117,192.168.62.191,BET,MOBILE_IOS,BR,Mozilla/5.0 (Android),sess-ee64677d-af0,2026-01-19T21:06:33Z
DEV-000864,PLY-NETW-099,SHARED-NET-ALPHA-001,189.45.100.10,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (Windows),sess-2d0b9d77-f77,2026-01-19T21:06:46Z
DEV-000804,PLY-BONU-113,dev-ply-bonu-113,192.168.204.105,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-e173085a-1dd,2026-01-19T22:32:23Z
DEV-000730,PLY-STRU-092,dev-ply-stru-092,192.168.7.68,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-8dcf9f2f-9b8,2026-01-20T00:52:55Z
DEV-000588,PLY-NORM-074,dev-ply-norm-074,192.168.70.176,BET,DESKTOP,BR,Mozilla/5.0 (Windows),sess-fca5b7f6-8e0,2026-01-20T03:37:10Z
DEV-000230,PLY-NORM-029,dev-ply-norm-029,192.168.243.50,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-758cf075-b43,2026-01-20T04:46:12Z
DEV-000241,PLY-NORM-030,dev-ply-norm-030,192.168.192.109,WITHDRAWAL,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-da991668-cca,2026-01-20T09:42:32Z
DEV-000843,PLY-PEP_-118,dev-ply-pep_-118,192.168.75.185,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Android),sess-be2b0aab-361,2026-01-20T10:11:40Z
DEV-000256,PLY-NORM-032,dev-ply-norm-032,192.168.78.175,BET,DESKTOP,BR,Mozilla/5.0 (Mac),sess-c7cb584f-ea7,2026-01-20T13:06:01Z
DEV-000702,PLY-INCO-088,dev-ply-inco-088,192.168.62.122,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (Windows),sess-19a9b7f9-518,2026-01-20T16:00:51Z
DEV-000358,PLY-NORM-044,dev-ply-norm-044,192.168.57.95,LOGIN,DESKTOP,BR,Mozilla/5.0 (Windows),sess-a1e3a41f-05e,2026-01-20T17:08:30Z
DEV-000250,PLY-NORM-031,dev-ply-norm-031,192.168.56.65,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-722c4947-4b6,2026-01-20T18:59:17Z
DEV-000747,PLY-STRU-094,dev-ply-stru-094,192.168.6.246,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-661cccb3-8bd,2026-01-20T21:59:37Z
DEV-000706,PLY-INCO-089,dev-ply-inco-089,192.168.100.120,BET,DESKTOP,BR,Mozilla/5.0 (Windows),sess-e7a7dd28-f8a,2026-01-21T02:25:32Z
DEV-000225,PLY-NORM-028,dev-ply-norm-028,192.168.38.14,BET,TABLET,BR,Mozilla/5.0 (Windows),sess-34631348-a3d,2026-01-21T02:29:07Z
DEV-000200,PLY-NORM-024,dev-ply-norm-024,192.168.195.122,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-8b659914-21b,2026-01-21T03:23:49Z
DEV-000295,PLY-NORM-036,dev-ply-norm-036,192.168.131.200,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-432bf431-000,2026-01-21T15:42:25Z
DEV-000317,PLY-NORM-038,dev-ply-norm-038,192.168.192.190,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (Windows),sess-353a093c-56b,2026-01-21T18:26:33Z
DEV-000913,PLY-NETW-102,SHARED-NET-ALPHA-001,189.45.100.10,WITHDRAWAL,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-f21d1b0c-ecb,2026-01-21T20:31:26Z
DEV-000986,PLY-NETW-107,SHARED-NET-GAMMA-001,177.92.55.42,BET,DESKTOP,BR,Mozilla/5.0 (Windows),sess-08235297-aaf,2026-01-21T22:08:17Z
DEV-000150,PLY-NORM-018,dev-ply-norm-018,192.168.221.95,LOGIN,DESKTOP,BR,Mozilla/5.0 (Android),sess-debe62d0-8c8,2026-01-22T00:58:43Z
DEV-000611,PLY-NORM-077,dev-ply-norm-077,192.168.74.215,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (Windows),sess-05ab95a7-3ac,2026-01-22T05:16:03Z
DEV-000627,PLY-NORM-079,dev-ply-norm-079,192.168.86.36,LOGIN,TABLET,BR,Mozilla/5.0 (Android),sess-89ae3022-5e1,2026-01-22T09:10:35Z
DEV-000801,PLY-BONU-113,dev-ply-bonu-113,192.168.204.105,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (Mac),sess-47c67a8b-83a,2026-01-22T12:42:28Z
DEV-000949,PLY-NETW-104,dev-ply-netw-104,192.168.54.167,DEPOSIT,TABLET,BR,Mozilla/5.0 (iPhone),sess-0ae6b8e5-230,2026-01-22T12:59:51Z
DEV-000868,PLY-NETW-099,SHARED-NET-ALPHA-001,189.45.100.10,DEPOSIT,TABLET,BR,Mozilla/5.0 (Android),sess-a521a3af-025,2026-01-22T16:00:20Z
DEV-000217,PLY-NORM-026,dev-ply-norm-026,192.168.56.100,WITHDRAWAL,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-a6162d88-337,2026-01-22T17:52:15Z
DEV-000168,PLY-NORM-020,dev-ply-norm-020,192.168.223.232,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Android),sess-d061ccea-043,2026-01-22T18:13:58Z
DEV-000097,PLY-NORM-012,dev-ply-norm-012,192.168.22.248,LOGIN,DESKTOP,BR,Mozilla/5.0 (Android),sess-67fb9510-c7b,2026-01-22T20:30:51Z
DEV-001029,PLY-NETW-110,SHARED-NET-GAMMA-001,177.92.55.42,WITHDRAWAL,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-3a881c17-acf,2026-01-23T12:59:24Z
DEV-000361,PLY-NORM-045,dev-ply-norm-045,192.168.113.174,BET,MOBILE_IOS,BR,Mozilla/5.0 (Android),sess-0134f21b-dd7,2026-01-23T13:14:56Z
DEV-000290,PLY-NORM-036,dev-ply-norm-036,192.168.131.200,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-8487be4e-c46,2026-01-23T13:17:37Z
DEV-000614,PLY-NORM-077,dev-ply-norm-077,192.168.74.215,WITHDRAWAL,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-1a122000-8cc,2026-01-23T14:03:02Z
DEV-000166,PLY-NORM-020,dev-ply-norm-020,192.168.223.232,LOGIN,TABLET,BR,Mozilla/5.0 (Windows),sess-eb7481a7-957,2026-01-23T14:13:18Z
DEV-000050,PLY-NORM-006,dev-ply-norm-006,192.168.6.198,LOGIN,DESKTOP,BR,Mozilla/5.0 (Windows),sess-cab53ade-d08,2026-01-23T14:40:01Z
DEV-000705,PLY-INCO-088,dev-ply-inco-088,192.168.62.122,DEPOSIT,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-36ca467b-4bd,2026-01-23T16:17:23Z
DEV-000476,PLY-NORM-059,dev-ply-norm-059,192.168.228.35,WITHDRAWAL,MOBILE_IOS,BR,Mozilla/5.0 (Windows),sess-db3dcb7b-771,2026-01-23T16:49:20Z
DEV-000521,PLY-NORM-066,dev-ply-norm-066,192.168.233.142,LOGIN,DESKTOP,BR,Mozilla/5.0 (iPhone),sess-323978e8-065,2026-01-23T19:51:22Z
DEV-001031,PLY-NETW-110,SHARED-NET-GAMMA-001,177.92.55.42,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Android),sess-7b9ccb7b-194,2026-01-23T22:32:11Z
DEV-000367,PLY-NORM-045,dev-ply-norm-045,192.168.113.174,BET,DESKTOP,BR,Mozilla/5.0 (Android),sess-9cc9474e-168,2026-01-24T00:35:51Z
DEV-000312,PLY-NORM-038,dev-ply-norm-038,192.168.192.190,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Android),sess-dd480430-a5c,2026-01-24T01:57:33Z
DEV-000404,PLY-NORM-049,dev-ply-norm-049,192.168.231.13,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-8749d860-54e,2026-01-24T05:07:38Z
DEV-000848,PLY-PEP_-119,dev-ply-pep_-119,192.168.68.88,BET,DESKTOP,BR,Mozilla/5.0 (iPhone),sess-143f5cd5-310,2026-01-24T08:21:25Z
DEV-000726,PLY-STRU-091,dev-ply-stru-091,192.168.122.73,LOGIN,TABLET,BR,Mozilla/5.0 (Android),sess-6077a17d-a95,2026-01-24T09:18:27Z
DEV-000535,PLY-NORM-067,dev-ply-norm-067,192.168.235.227,BET,DESKTOP,BR,Mozilla/5.0 (Mac),sess-06119009-296,2026-01-24T09:54:07Z
DEV-000412,PLY-NORM-050,dev-ply-norm-050,192.168.115.226,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-c0651f6a-408,2026-01-24T10:21:06Z
DEV-000743,PLY-STRU-094,dev-ply-stru-094,192.168.6.246,BET,DESKTOP,BR,Mozilla/5.0 (Android),sess-da7e52cc-375,2026-01-24T11:39:17Z
DEV-000095,PLY-NORM-012,dev-ply-norm-012,192.168.22.248,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-06ac48f7-bfb,2026-01-24T12:03:15Z
DEV-000542,PLY-NORM-068,dev-ply-norm-068,192.168.155.126,WITHDRAWAL,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-242bb702-5d9,2026-01-24T16:22:24Z
DEV-000827,PLY-PEP_-116,dev-ply-pep_-116,192.168.130.39,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Android),sess-2658de1e-b2b,2026-01-24T16:53:46Z
DEV-000356,PLY-NORM-044,dev-ply-norm-044,192.168.57.95,WITHDRAWAL,TABLET,BR,Mozilla/5.0 (Mac),sess-d16c526e-10d,2026-01-24T16:58:13Z
DEV-000683,PLY-INCO-087,dev-ply-inco-087,192.168.193.201,BET,DESKTOP,BR,Mozilla/5.0 (Windows),sess-13540998-342,2026-01-24T20:22:39Z
DEV-000422,PLY-NORM-052,dev-ply-norm-052,192.168.32.227,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-948ed938-300,2026-01-24T20:53:04Z
DEV-000264,PLY-NORM-033,dev-ply-norm-033,192.168.73.55,LOGIN,DESKTOP,BR,Mozilla/5.0 (iPhone),sess-7a10a4c2-f81,2026-01-25T00:23:11Z
DEV-000978,PLY-NETW-106,dev-ply-netw-106,192.168.16.160,BET,DESKTOP,BR,Mozilla/5.0 (Android),sess-f59714fa-358,2026-01-25T03:35:01Z
DEV-001006,PLY-NETW-108,dev-ply-netw-108,192.168.202.9,BET,DESKTOP,BR,Mozilla/5.0 (Mac),sess-a037d6f4-316,2026-01-25T04:56:20Z
DEV-000866,PLY-NETW-099,dev-ply-netw-099,192.168.114.90,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-237ff9d3-61e,2026-01-25T08:16:14Z
DEV-000223,PLY-NORM-027,dev-ply-norm-027,192.168.84.107,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-78a7c484-969,2026-01-25T08:44:15Z
DEV-000946,PLY-NETW-104,SHARED-NET-BETA-001,200.18.77.33,DEPOSIT,TABLET,BR,Mozilla/5.0 (Android),sess-af11d0cd-d40,2026-01-25T09:45:23Z
DEV-000488,PLY-NORM-061,dev-ply-norm-061,192.168.242.101,BET,TABLET,BR,Mozilla/5.0 (iPhone),sess-e4a299ad-420,2026-01-25T11:43:24Z
DEV-000133,PLY-NORM-016,dev-ply-norm-016,192.168.76.165,LOGIN,TABLET,BR,Mozilla/5.0 (iPhone),sess-87d95f66-7d1,2026-01-25T13:18:16Z
DEV-000398,PLY-NORM-049,dev-ply-norm-049,192.168.231.13,WITHDRAWAL,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-1ec9f947-dd6,2026-01-25T15:57:01Z
DEV-000839,PLY-PEP_-118,dev-ply-pep_-118,192.168.75.185,LOGIN,TABLET,BR,Mozilla/5.0 (Android),sess-100b0ee5-9ea,2026-01-25T19:50:37Z
DEV-000559,PLY-NORM-070,dev-ply-norm-070,192.168.68.201,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-bc7c0fa0-2e4,2026-01-26T01:09:38Z
DEV-000830,PLY-PEP_-117,dev-ply-pep_-117,192.168.62.191,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-2d36fbf4-fd1,2026-01-26T02:31:21Z
DEV-000020,PLY-NORM-002,dev-ply-norm-002,192.168.83.132,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-885d3041-14f,2026-01-26T07:17:38Z
DEV-000620,PLY-NORM-078,dev-ply-norm-078,192.168.129.183,BET,TABLET,BR,Mozilla/5.0 (Android),sess-44ddf11b-3cd,2026-01-26T07:18:36Z
DEV-000178,PLY-NORM-022,dev-ply-norm-022,192.168.118.90,WITHDRAWAL,TABLET,BR,Mozilla/5.0 (Android),sess-1a241759-82c,2026-01-26T09:41:18Z
DEV-000803,PLY-BONU-113,dev-ply-bonu-113,192.168.204.105,LOGIN,TABLET,BR,Mozilla/5.0 (Android),sess-4a6fd346-83f,2026-01-26T11:51:44Z
DEV-000116,PLY-NORM-015,dev-ply-norm-015,192.168.1.195,LOGIN,TABLET,BR,Mozilla/5.0 (Windows),sess-029665e2-530,2026-01-26T15:29:28Z
DEV-000511,PLY-NORM-064,dev-ply-norm-064,192.168.11.131,BET,TABLET,BR,Mozilla/5.0 (iPhone),sess-e254a855-093,2026-01-26T17:51:57Z
DEV-000749,PLY-STRU-094,dev-ply-stru-094,192.168.6.246,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (Windows),sess-a598c58e-b9d,2026-01-26T18:45:44Z
DEV-000221,PLY-NORM-027,dev-ply-norm-027,192.168.84.107,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (iPhone),sess-e33c86de-e9c,2026-01-26T21:58:08Z
DEV-000004,PLY-NORM-001,dev-ply-norm-001,192.168.99.51,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-07e5d89f-2ad,2026-01-26T22:05:36Z
DEV-000548,PLY-NORM-069,dev-ply-norm-069,192.168.209.127,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-622167d3-1cc,2026-01-26T23:16:22Z
DEV-000024,PLY-NORM-003,dev-ply-norm-003,192.168.90.57,LOGIN,DESKTOP,BR,Mozilla/5.0 (Android),sess-605ad1e7-7ef,2026-01-27T00:05:03Z
DEV-000132,PLY-NORM-016,dev-ply-norm-016,192.168.76.165,BET,MOBILE_IOS,BR,Mozilla/5.0 (Windows),sess-57118fa3-b4b,2026-01-27T00:13:25Z
DEV-000821,PLY-BONU-115,dev-ply-bonu-115,192.168.92.186,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-8530cb00-644,2026-01-27T02:27:39Z
DEV-000708,PLY-INCO-089,dev-ply-inco-089,192.168.100.120,BET,MOBILE_ANDROID,BR,Mozilla/5.0 (Android),sess-e97dfa30-9dc,2026-01-27T02:57:37Z
DEV-000209,PLY-NORM-025,dev-ply-norm-025,192.168.13.229,BET,DESKTOP,BR,Mozilla/5.0 (Android),sess-701cb334-064,2026-01-27T05:55:29Z
DEV-000270,PLY-NORM-034,dev-ply-norm-034,192.168.161.153,DEPOSIT,TABLET,BR,Mozilla/5.0 (Windows),sess-0b8e993b-643,2026-01-27T06:39:53Z
DEV-000193,PLY-NORM-023,dev-ply-norm-023,192.168.135.97,LOGIN,MOBILE_ANDROID,BR,Mozilla/5.0 (Android),sess-982c21ce-34a,2026-01-27T19:23:44Z
DEV-001032,PLY-NETW-110,SHARED-NET-GAMMA-001,177.92.55.42,BET,MOBILE_IOS,BR,Mozilla/5.0 (Android),sess-8938385f-aa3,2026-01-27T23:00:28Z
DEV-001019,PLY-NETW-109,SHARED-NET-GAMMA-001,177.92.55.42,LOGIN,TABLET,BR,Mozilla/5.0 (Mac),sess-11050566-08b,2026-01-28T01:35:55Z
DEV-000128,PLY-NORM-016,dev-ply-norm-016,192.168.76.165,DEPOSIT,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-9e6b4699-10b,2026-01-28T05:07:25Z
DEV-000800,PLY-BONU-113,dev-ply-bonu-113,192.168.204.105,BET,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-5954a8a8-4e2,2026-01-28T06:04:12Z
DEV-000331,PLY-NORM-041,dev-ply-norm-041,192.168.138.19,DEPOSIT,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-2c5ab6a1-763,2026-01-28T07:40:25Z
DEV-000685,PLY-INCO-087,dev-ply-inco-087,192.168.193.201,DEPOSIT,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-329d8a29-3b9,2026-01-28T10:32:39Z
DEV-000532,PLY-NORM-067,dev-ply-norm-067,192.168.235.227,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Windows),sess-024f7408-36c,2026-01-28T12:32:56Z
DEV-000107,PLY-NORM-013,dev-ply-norm-013,192.168.207.157,DEPOSIT,MOBILE_ANDROID,BR,Mozilla/5.0 (Mac),sess-ced7f2db-1c0,2026-01-28T13:39:01Z
DEV-000297,PLY-NORM-036,dev-ply-norm-036,192.168.131.200,LOGIN,TABLET,BR,Mozilla/5.0 (iPhone),sess-82b93135-438,2026-01-28T16:38:01Z
DEV-000499,PLY-NORM-063,dev-ply-norm-063,192.168.81.179,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (iPhone),sess-fcf5d71a-473,2026-01-28T18:45:07Z
DEV-000431,PLY-NORM-053,dev-ply-norm-053,192.168.115.78,WITHDRAWAL,TABLET,BR,Mozilla/5.0 (iPhone),sess-65efc74e-4d1,2026-01-28T19:03:46Z
DEV-000231,PLY-NORM-029,dev-ply-norm-029,192.168.243.50,BET,TABLET,BR,Mozilla/5.0 (iPhone),sess-36f1efec-2d8,2026-01-28T20:59:17Z
DEV-000350,PLY-NORM-043,dev-ply-norm-043,192.168.39.51,LOGIN,MOBILE_IOS,BR,Mozilla/5.0 (Mac),sess-5243eab0-25a,2026-01-28T22:01:56Z
DEV-000776,PLY-STRU-097,dev-ply-stru-097,192.168.91.21,LOGIN,DESKTOP,BR,Mozilla/5.0 (Mac),sess-cab0df2c-82b,2026-01-29T03:33:34Z
DEV-000533,PLY-NORM-067,dev-ply-norm-067,192.168.235.227,LOGIN,DESKTOP,BR,Mozilla/5.0 (Windows),sess-3eb1e056-102,2026-01-29T07:05:10Z
DEV-000907,PLY-NETW-102,dev-ply-netw-102,192.168.82.194,DEPOSIT,DESKTOP,BR,Mozilla/5.0 (iPhone),sess-3edfbcbb-7a5,2026-01-29T13:27:10Z
DEV-000364,PLY-NORM-045,dev-ply-norm-045,192.168.113.174,BET,TABLET,BR,Mozilla/5.0 (iPhone),sess-4a335fd0-900,2026-01-29T20:54:17Z
DEV-000047,PLY-NORM-006,dev-ply-norm-006,192.168.6.198,WITHDRAWAL,DESKTOP,BR,Mozilla/5.0 (Mac),sess-2da73cbb-1d1,2026-01-30T01:36:53Z
DEV-000520,PLY-NORM-066,dev-ply-norm-066,192.168.233.142,DEPOSIT,MOBILE_ANDROID,BR,Mozilla/5.0 (Windows),sess-da3d18a7-67d,2026-01-30T01:53:49Z
DEV-000721,PLY-INCO-090,dev-ply-inco-090,192.168.108.143,BET,DESKTOP,BR,Mozilla/5.0 (Android),sess-ea7bf324-406,2026-01-30T03:26:44Z
DEV-000944,PLY-NETW-104,dev-ply-netw-104,192.168.54.167,DEPOSIT,TABLET,BR,Mozilla/5.0 (Windows),sess-f2c785c6-613,2026-01-30T08:12:29Z
