external_bet_id,external_player_id,stake_amount,odds,potential_payout,settled_payout,bet_type,product_type,sport,market_type,event_id,selection,channel,placed_at,settled_at,status,game_id,game_name,game_provider,game_category,rtp_teorico
BET-001608,PLY-STRU-097,68.14,2.73,186.02,186.02,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,BOT_VS_FLU_20260323,Over 2.5,WEB,2026-01-21T04:19:49Z,2026-01-23T20:19:49Z,WON,,,,,
BET-000273,PLY-NORM-021,41.13,7.97,327.78,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,FLA_VS_COR_20260320,Over 2.5,APP,2026-01-21T04:55:52Z,2026-01-21T15:55:52Z,LOST,,,,,
BET-000057,PLY-NORM-004,238.87,2.40,573.28,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,NBA_LAL_VS_GSW_20260325,Over 2.5,TERMINAL,2026-01-21T06:40:41Z,2026-01-22T14:40:41Z,LOST,,,,,
BET-000873,PLY-NORM-061,211.73,5.53,1170.86,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,BOT_VS_FLU_20260323,Home Win,APP,2026-01-21T07:39:31Z,2026-01-23T11:39:31Z,LOST,,,,,
BET-000747,PLY-NORM-053,90.33,3.41,308.02,308.02,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,CRU_VS_AME_20260316,Under 2.5,TERMINAL,2026-01-21T09:11:53Z,2026-01-23T17:11:53Z,WON,,,,,
BET-001681,PLY-NETW-103,1425.30,5.94,8466.31,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,CRU_VS_AME_20260316,BTTS Yes,TERMINAL,2026-01-21T11:50:44Z,2026-01-23T11:50:44Z,LOST,,,,,
BET-000661,PLY-NORM-047,182.20,1.76,320.67,320.67,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,Draw,TERMINAL,2026-01-21T12:16:07Z,2026-01-22T18:16:07Z,WON,,,,,
BET-002059,PLY-PEP_-120,1421.09,3.97,5641.72,5641.72,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,BRA_VS_ARG_20260401,Under 2.5,APP,2026-01-21T15:02:37Z,2026-01-23T11:02:37Z,WON,,,,,
BET-000819,PLY-NORM-058,190.28,4.27,812.51,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,BOT_VS_FLU_20260323,BTTS Yes,TERMINAL,2026-01-21T15:20:44Z,2026-01-22T18:20:44Z,LOST,,,,,
BET-001272,PLY-INCO-083,4584.90,4.36,19990.17,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,ATM_VS_CAP_20260318,Under 2.5,TERMINAL,2026-01-21T17:05:25Z,2026-01-23T08:05:25Z,LOST,,,,,
BET-000821,PLY-NORM-058,208.31,4.81,1001.95,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,ATM_VS_CAP_20260318,Away Win,APP,2026-01-21T20:17:38Z,2026-01-23T09:17:38Z,LOST,,,,,
BET-000332,PLY-NORM-024,65.46,1.82,119.14,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,ATM_VS_CAP_20260318,Away Win,WEB,2026-01-21T20:43:49Z,2026-01-24T02:43:49Z,LOST,,,,,
BET-001323,PLY-INCO-085,684.26,3.71,2538.59,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,ATM_VS_CAP_20260318,Draw,APP,2026-01-21T20:44:13Z,2026-01-22T12:44:13Z,LOST,,,,,
BET-001600,PLY-STRU-096,126.20,1.80,227.17,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,UFC_300_20260329,Under 2.5,APP,2026-01-21T20:54:37Z,2026-01-24T12:54:37Z,LOST,,,,,
BET-000306,PLY-NORM-023,112.12,1.70,190.61,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,BOT_VS_FLU_20260323,Over 2.5,WEB,2026-01-21T21:08:38Z,2026-01-23T16:08:38Z,LOST,,,,,
BET-001561,PLY-STRU-094,313.00,2.93,917.09,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,WIMBLEDON_R1_20260315,Under 2.5,TERMINAL,2026-01-21T21:23:48Z,2026-01-22T19:23:48Z,LOST,,,,,
BET-000749,PLY-NORM-053,163.27,3.79,618.80,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,UFC_300_20260329,Home Win,APP,2026-01-21T22:08:08Z,2026-01-22T05:08:08Z,LOST,,,,,
BET-000818,PLY-NORM-057,12.27,2.02,24.79,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,BAH_VS_FOR_20260319,Over 2.5,TERMINAL,2026-01-22T01:40:48Z,2026-01-22T17:40:48Z,LOST,,,,,
BET-001373,PLY-INCO-087,2057.95,3.20,6585.43,6585.43,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,UFC_300_20260329,Draw,TERMINAL,2026-01-22T06:25:34Z,2026-01-25T00:25:34Z,WON,,,,,
BET-000687,PLY-NORM-049,134.71,3.33,448.57,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,FLA_VS_COR_20260320,Draw,WEB,2026-01-22T07:58:01Z,2026-01-23T08:58:01Z,LOST,,,,,
BET-000022,PLY-NORM-002,98.57,5.98,589.42,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,GRE_VS_INT_20260322,Under 2.5,WEB,2026-01-22T08:42:11Z,2026-01-25T08:42:11Z,LOST,,,,,
BET-001713,PLY-NETW-105,175.60,3.54,621.64,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,SAN_VS_VAS_20260317,Over 2.5,TERMINAL,2026-01-22T09:52:58Z,2026-01-24T07:52:58Z,LOST,,,,,
BET-000214,PLY-NORM-014,287.10,7.01,2012.57,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,BOT_VS_FLU_20260323,Over 2.5,WEB,2026-01-22T13:38:29Z,2026-01-25T12:38:29Z,LOST,,,,,
BET-000142,PLY-NORM-010,27.72,6.29,174.39,0.00,SPORTSBOOK,SPORTSBOOK,MMA,OVER_UNDER,ATM_VS_CAP_20260318,Over 2.5,APP,2026-01-22T13:52:17Z,2026-01-23T02:52:17Z,LOST,,,,,
BET-001363,PLY-INCO-086,811.08,1.97,1597.83,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,WIMBLEDON_R1_20260315,Under 2.5,APP,2026-01-22T14:18:11Z,2026-01-24T18:18:11Z,LOST,,,,,
BET-001804,PLY-BONU-111,33.51,,49.27,49.27,CASINO_LIVE,CASINO_LIVE,,,,,APP,2026-01-22T16:21:13Z,2026-01-25T10:21:13Z,WON,GAME-BACCARAT-01,Speed Baccarat,Evolution,TABLE,0.9862
BET-000396,PLY-NORM-029,30.72,5.36,164.67,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,OVER_UNDER,BAH_VS_FOR_20260319,Under 2.5,APP,2026-01-22T18:01:21Z,2026-01-24T06:01:21Z,LOST,,,,,
BET-000706,PLY-NORM-049,119.57,4.50,538.05,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,PAL_VS_SAO_20260321,Away Win,TERMINAL,2026-01-22T18:30:16Z,2026-01-25T17:30:16Z,LOST,,,,,
BET-001336,PLY-INCO-085,1858.89,2.78,5167.73,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,WIMBLEDON_R1_20260315,BTTS Yes,TERMINAL,2026-01-22T20:01:10Z,2026-01-24T11:01:10Z,LOST,,,,,
BET-001390,PLY-INCO-087,3046.56,3.91,11912.07,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,BTTS Yes,TERMINAL,2026-01-22T20:38:32Z,2026-01-23T16:38:32Z,LOST,,,,,
BET-001788,PLY-BONU-111,133.51,,158.88,158.88,SLOT,SLOT,,,,,WEB,2026-01-22T20:54:00Z,2026-01-23T07:54:00Z,WON,GAME-SLOT-01,Gates of Olympus,Pragmatic Play,SLOT,0.9649
BET-001959,PLY-PEP_-116,8575.82,5.24,44937.32,6131.16,SPORTSBOOK,SPORTSBOOK,TENNIS,OVER_UNDER,GRE_VS_INT_20260322,Home Win,TERMINAL,2026-01-22T22:12:07Z,2026-01-25T17:12:07Z,CASHOUT,,,,,
BET-001134,PLY-NORM-076,43.10,5.84,251.72,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,PAL_VS_SAO_20260321,Home Win,APP,2026-01-22T23:03:38Z,2026-01-23T01:03:38Z,LOST,,,,,
BET-000035,PLY-NORM-003,352.04,6.14,2161.54,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,PAL_VS_SAO_20260321,Home Win,TERMINAL,2026-01-23T01:16:13Z,2026-01-26T00:16:13Z,LOST,,,,,
BET-000972,PLY-NORM-066,127.37,6.11,778.22,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,HANDICAP,GRE_VS_INT_20260322,Away Win,WEB,2026-01-23T01:18:10Z,2026-01-24T01:18:10Z,LOST,,,,,
BET-001078,PLY-NORM-072,27.48,5.34,146.74,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,UFC_300_20260329,BTTS Yes,TERMINAL,2026-01-23T01:40:34Z,2026-01-26T00:40:34Z,LOST,,,,,
BET-001140,PLY-NORM-076,24.41,7.26,177.22,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,WIMBLEDON_R1_20260315,Draw,WEB,2026-01-23T02:27:23Z,2026-01-24T15:27:23Z,LOST,,,,,
BET-001412,PLY-INCO-088,504.62,2.23,1125.30,1125.30,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,BAH_VS_FOR_20260319,Away Win,APP,2026-01-23T02:27:23Z,2026-01-23T05:27:23Z,WON,,,,,
BET-000005,PLY-NORM-001,42.86,3.20,137.14,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,BOT_VS_FLU_20260323,Away Win,WEB,2026-01-23T04:55:16Z,2026-01-24T03:55:16Z,LOST,,,,,
BET-001544,PLY-STRU-093,358.77,2.22,796.47,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Away Win,APP,2026-01-23T05:27:22Z,2026-01-24T16:27:22Z,LOST,,,,,
BET-001146,PLY-NORM-077,40.05,3.93,157.40,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,CRU_VS_AME_20260316,Draw,TERMINAL,2026-01-23T07:04:44Z,2026-01-23T08:04:44Z,LOST,,,,,
BET-000152,PLY-NORM-010,188.52,3.33,627.79,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BOT_VS_FLU_20260323,Home Win,TERMINAL,2026-01-23T07:55:35Z,2026-01-26T06:55:35Z,LOST,,,,,
BET-001424,PLY-INCO-088,971.84,1.98,1924.25,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,BAH_VS_FOR_20260319,Away Win,WEB,2026-01-23T12:34:59Z,2026-01-25T01:34:59Z,LOST,,,,,
BET-001246,PLY-INCO-083,2788.53,1.80,5019.35,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,ATM_VS_CAP_20260318,Away Win,WEB,2026-01-23T13:17:46Z,2026-01-25T13:17:46Z,LOST,,,,,
BET-000561,PLY-NORM-040,122.30,6.80,831.62,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,CRU_VS_AME_20260316,Over 2.5,TERMINAL,2026-01-23T15:45:42Z,2026-01-23T22:45:42Z,LOST,,,,,
BET-001432,PLY-INCO-088,1831.09,4.13,7562.39,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,Home Win,APP,2026-01-23T16:40:43Z,2026-01-25T02:40:43Z,LOST,,,,,
BET-002030,PLY-PEP_-119,5255.71,3.00,15767.12,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Under 2.5,WEB,2026-01-23T17:48:00Z,2026-01-25T00:48:00Z,LOST,,,,,
BET-001505,PLY-STRU-091,250.35,1.59,398.05,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,OVER_UNDER,BOT_VS_FLU_20260323,Away Win,WEB,2026-01-23T18:22:06Z,2026-01-25T15:22:06Z,LOST,,,,,
BET-000708,PLY-NORM-050,421.49,3.72,1567.93,0.00,SPORTSBOOK,SPORTSBOOK,MMA,1X2,SAN_VS_VAS_20260317,Over 2.5,WEB,2026-01-23T18:44:19Z,2026-01-24T02:44:19Z,LOST,,,,,
BET-001612,PLY-STRU-097,195.59,1.82,355.98,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,BAH_VS_FOR_20260319,Draw,WEB,2026-01-23T19:03:50Z,2026-01-23T20:03:50Z,LOST,,,,,
BET-001268,PLY-INCO-083,712.72,3.70,2637.05,2637.05,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,Draw,TERMINAL,2026-01-23T19:09:22Z,2026-01-24T09:09:22Z,WON,,,,,
BET-001458,PLY-INCO-089,1113.69,2.69,2995.83,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,FLA_VS_COR_20260320,Away Win,APP,2026-01-23T21:38:22Z,2026-01-26T03:38:22Z,LOST,,,,,
BET-001200,PLY-INCO-081,2649.00,4.35,11523.14,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,GRE_VS_INT_20260322,Home Win,APP,2026-01-23T21:58:23Z,2026-01-26T16:58:23Z,LOST,,,,,
BET-000526,PLY-NORM-038,338.02,2.15,726.73,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,WIMBLEDON_R1_20260315,Draw,WEB,2026-01-23T22:35:24Z,2026-01-24T13:35:24Z,LOST,,,,,
BET-001828,PLY-BONU-112,194.25,,262.24,262.24,SLOT,SLOT,,,,,WEB,2026-01-23T23:03:50Z,2026-01-24T14:03:50Z,WON,GAME-SLOT-02,Sweet Bonanza,Pragmatic Play,SLOT,0.9651
BET-001113,PLY-NORM-074,441.25,6.28,2771.08,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,GRE_VS_INT_20260322,Away Win,WEB,2026-01-23T23:12:41Z,2026-01-26T08:12:41Z,LOST,,,,,
BET-000787,PLY-NORM-056,94.88,1.33,126.20,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,FLA_VS_COR_20260320,Over 2.5,WEB,2026-01-24T03:07:01Z,2026-01-26T13:07:01Z,LOST,,,,,
BET-001213,PLY-INCO-082,3559.73,3.82,13598.15,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,HANDICAP,BAH_VS_FOR_20260319,Home Win,APP,2026-01-24T03:09:19Z,2026-01-26T16:09:19Z,LOST,,,,,
BET-001032,PLY-NORM-069,54.08,5.25,283.91,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,PAL_VS_SAO_20260321,Draw,APP,2026-01-24T03:22:06Z,2026-01-24T15:22:06Z,LOST,,,,,
BET-001086,PLY-NORM-073,287.51,1.40,402.52,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,BAH_VS_FOR_20260319,Over 2.5,APP,2026-01-24T04:50:31Z,2026-01-24T07:50:31Z,LOST,,,,,
BET-002053,PLY-PEP_-120,6810.55,3.92,26697.35,0.00,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,PAL_VS_SAO_20260321,BTTS Yes,TERMINAL,2026-01-24T04:57:21Z,2026-01-25T07:57:21Z,LOST,,,,,
BET-000173,PLY-NORM-011,91.28,4.89,446.36,446.36,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,WIMBLEDON_R1_20260315,BTTS Yes,WEB,2026-01-24T05:02:50Z,2026-01-26T11:02:50Z,WON,,,,,
BET-000294,PLY-NORM-023,13.40,6.21,83.18,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,BOTH_TEAMS_SCORE,SAN_VS_VAS_20260317,Away Win,TERMINAL,2026-01-24T08:28:52Z,2026-01-27T00:28:52Z,LOST,,,,,
BET-000960,PLY-NORM-065,88.05,5.64,496.63,32.19,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,PAL_VS_SAO_20260321,Away Win,WEB,2026-01-24T09:18:48Z,2026-01-25T00:18:48Z,CASHOUT,,,,,
BET-001381,PLY-INCO-087,582.15,2.38,1385.53,1385.53,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,SAN_VS_VAS_20260317,Away Win,TERMINAL,2026-01-24T10:18:14Z,2026-01-24T12:18:14Z,WON,,,,,
BET-000086,PLY-NORM-006,169.43,4.23,716.69,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,1X2,PAL_VS_SAO_20260321,Draw,TERMINAL,2026-01-24T12:04:25Z,2026-01-26T02:04:25Z,LOST,,,,,
BET-001472,PLY-INCO-090,2180.53,1.84,4012.18,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,1X2,SAN_VS_VAS_20260317,Draw,APP,2026-01-24T13:53:38Z,2026-01-27T05:53:38Z,LOST,,,,,
BET-002042,PLY-PEP_-119,9141.15,2.33,21298.89,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,PAL_VS_SAO_20260321,BTTS Yes,APP,2026-01-24T14:55:37Z,2026-01-24T16:55:37Z,LOST,,,,,
BET-000934,PLY-NORM-064,34.29,7.49,256.84,0.00,SPORTSBOOK,SPORTSBOOK,MMA,BOTH_TEAMS_SCORE,BOT_VS_FLU_20260323,Under 2.5,TERMINAL,2026-01-24T16:12:24Z,2026-01-27T02:12:24Z,LOST,,,,,
BET-000857,PLY-NORM-060,147.76,5.07,749.16,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,SAN_VS_VAS_20260317,Draw,TERMINAL,2026-01-24T17:19:54Z,2026-01-26T04:19:54Z,LOST,,,,,
BET-001177,PLY-NORM-080,86.67,3.74,324.15,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,PAL_VS_SAO_20260321,Home Win,TERMINAL,2026-01-24T17:26:11Z,2026-01-25T19:26:11Z,LOST,,,,,
BET-000600,PLY-NORM-043,170.51,7.40,1261.76,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,CRU_VS_AME_20260316,Away Win,APP,2026-01-24T21:21:54Z,2026-01-26T06:21:54Z,LOST,,,,,
BET-001994,PLY-PEP_-118,4635.37,3.28,15204.02,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,CORRECT_SCORE,WIMBLEDON_R1_20260315,Away Win,APP,2026-01-24T21:31:03Z,2026-01-26T08:31:03Z,LOST,,,,,
BET-001841,PLY-BONU-112,49.62,1.25,62.02,62.02,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,HANDICAP,UFC_300_20260329,Under 2.5,APP,2026-01-25T00:35:22Z,2026-01-25T19:35:22Z,WON,,,,,
BET-001953,PLY-BONU-115,164.89,,206.11,0.00,SLOT,SLOT,,,,,APP,2026-01-25T00:42:39Z,2026-01-25T04:42:39Z,LOST,GAME-SLOT-03,Big Bass Bonanza,Pragmatic Play,SLOT,0.9670
BET-001897,PLY-BONU-114,86.53,1.21,104.70,104.70,SPORTSBOOK,SPORTSBOOK,BASKETBALL,HANDICAP,GRE_VS_INT_20260322,Over 2.5,APP,2026-01-25T01:08:14Z,2026-01-27T19:08:14Z,WON,,,,,
BET-000034,PLY-NORM-003,202.84,7.64,1549.70,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,ATM_VS_CAP_20260318,BTTS Yes,WEB,2026-01-25T01:44:30Z,2026-01-26T13:44:30Z,LOST,,,,,
BET-001175,PLY-NORM-080,116.99,2.29,267.90,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,CORRECT_SCORE,NBA_LAL_VS_GSW_20260325,BTTS Yes,APP,2026-01-25T02:37:13Z,2026-01-25T13:37:13Z,LOST,,,,,
BET-001496,PLY-INCO-090,4490.85,3.02,13562.37,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,CORRECT_SCORE,FLA_VS_COR_20260320,BTTS Yes,APP,2026-01-25T05:59:54Z,2026-01-28T03:59:54Z,LOST,,,,,
BET-002028,PLY-PEP_-119,9225.05,5.11,47139.99,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,HANDICAP,NBA_LAL_VS_GSW_20260325,Home Win,WEB,2026-01-25T06:53:10Z,2026-01-28T02:53:10Z,LOST,,,,,
BET-001758,PLY-NETW-108,1423.75,3.66,5210.92,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,PAL_VS_SAO_20260321,Draw,WEB,2026-01-25T09:19:51Z,2026-01-25T20:19:51Z,LOST,,,,,
BET-001914,PLY-BONU-114,144.79,1.27,183.88,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,PAL_VS_SAO_20260321,Home Win,APP,2026-01-25T09:24:46Z,2026-01-27T04:24:46Z,LOST,,,,,
BET-001913,PLY-BONU-114,124.30,,172.78,0.00,SLOT,SLOT,,,,,APP,2026-01-25T10:46:29Z,2026-01-27T21:46:29Z,LOST,GAME-SLOT-01,Gates of Olympus,Pragmatic Play,SLOT,0.9649
BET-001089,PLY-NORM-073,108.38,3.44,372.84,64.47,SPORTSBOOK,SPORTSBOOK,MMA,HANDICAP,BAH_VS_FOR_20260319,Under 2.5,TERMINAL,2026-01-25T10:58:20Z,2026-01-25T17:58:20Z,CASHOUT,,,,,
BET-000338,PLY-NORM-025,231.54,3.26,754.83,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,BOTH_TEAMS_SCORE,SAN_VS_VAS_20260317,BTTS Yes,WEB,2026-01-25T11:06:09Z,2026-01-27T10:06:09Z,LOST,,,,,
BET-001862,PLY-BONU-113,27.21,,40.00,0.00,CASINO_LIVE,CASINO_LIVE,,,,,WEB,2026-01-25T12:51:25Z,2026-01-26T20:51:25Z,LOST,GAME-BLACKJACK-01,Infinite Blackjack,Evolution,LIVE,0.9956
BET-000978,PLY-NORM-066,28.52,1.67,47.63,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,Home Win,WEB,2026-01-25T16:25:01Z,2026-01-28T04:25:01Z,LOST,,,,,
BET-000895,PLY-NORM-062,111.79,7.68,858.52,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,1X2,BRA_VS_ARG_20260401,Draw,TERMINAL,2026-01-25T20:06:49Z,2026-01-26T10:06:49Z,LOST,,,,,
BET-000078,PLY-NORM-005,333.36,6.33,2110.18,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,UFC_300_20260329,Away Win,WEB,2026-01-25T20:50:28Z,2026-01-28T09:50:28Z,LOST,,,,,
BET-000547,PLY-NORM-039,66.77,7.82,522.13,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,BOTH_TEAMS_SCORE,WIMBLEDON_R1_20260315,BTTS Yes,APP,2026-01-25T21:11:39Z,2026-01-26T04:11:39Z,LOST,,,,,
BET-000816,PLY-NORM-057,105.73,7.78,822.61,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,WIMBLEDON_R1_20260315,Home Win,TERMINAL,2026-01-25T21:21:54Z,2026-01-27T03:21:54Z,LOST,,,,,
BET-001868,PLY-BONU-113,59.71,,84.19,0.00,CASINO_LIVE,CASINO_LIVE,,,,,TERMINAL,2026-01-25T21:38:21Z,2026-01-27T14:38:21Z,LOST,GAME-POKER-01,Casino Hold'em,Evolution,TABLE,0.9747
BET-000645,PLY-NORM-046,171.49,6.75,1157.54,0.00,SPORTSBOOK,SPORTSBOOK,TENNIS,CORRECT_SCORE,PAL_VS_SAO_20260321,Over 2.5,WEB,2026-01-25T22:03:14Z,2026-01-26T01:03:14Z,LOST,,,,,
BET-001265,PLY-INCO-083,1369.85,2.37,3246.55,0.00,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,GRE_VS_INT_20260322,Home Win,WEB,2026-01-25T22:03:50Z,2026-01-26T08:03:50Z,LOST,,,,,
BET-001239,PLY-INCO-082,3846.72,2.44,9386.00,9386.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Home Win,TERMINAL,2026-01-25T22:13:22Z,2026-01-26T00:13:22Z,WON,,,,,
BET-000456,PLY-NORM-034,213.28,3.48,742.21,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,SAN_VS_VAS_20260317,Home Win,TERMINAL,2026-01-25T23:52:19Z,2026-01-28T12:52:19Z,LOST,,,,,
BET-000379,PLY-NORM-028,304.04,4.58,1392.51,0.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,BOT_VS_FLU_20260323,Home Win,APP,2026-01-25T23:55:59Z,2026-01-28T12:55:59Z,LOST,,,,,
BET-001698,PLY-NETW-104,102.07,4.73,482.79,482.79,SPORTSBOOK,SPORTSBOOK,BASKETBALL,1X2,SAN_VS_VAS_20260317,Under 2.5,TERMINAL,2026-01-26T02:06:18Z,2026-01-26T08:06:18Z,WON,,,,,
BET-001697,PLY-NETW-103,1314.40,2.50,3286.00,3286.00,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,CORRECT_SCORE,FLA_VS_COR_20260320,Away Win,TERMINAL,2026-01-26T02:37:26Z,2026-01-27T22:37:26Z,WON,,,,,
BET-000904,PLY-NORM-062,269.83,6.33,1708.00,0.00,SPORTSBOOK,SPORTSBOOK,MMA,CORRECT_SCORE,GRE_VS_INT_20260322,Away Win,TERMINAL,2026-01-26T04:10:11Z,2026-01-27T15:10:11Z,LOST,,,,,
BET-001015,PLY-NORM-069,119.98,2.13,255.55,255.55,SPORTSBOOK,SPORTSBOOK,VOLLEYBALL,OVER_UNDER,BRA_VS_ARG_20260401,Under 2.5,WEB,2026-01-26T05:00:14Z,2026-01-27T15:00:14Z,WON,,,,,
BET-000667,PLY-NORM-048,202.73,7.23,1465.72,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,OVER_UNDER,GRE_VS_INT_20260322,Draw,WEB,2026-01-26T05:02:18Z,2026-01-27T21:02:18Z,LOST,,,,,
BET-001255,PLY-INCO-083,1855.36,2.27,4211.66,0.00,SPORTSBOOK,SPORTSBOOK,ESPORTS,1X2,UFC_300_20260329,Over 2.5,APP,2026-01-26T07:51:36Z,2026-01-26T16:51:36Z,LOST,,,,,
BET-001495,PLY-INCO-090,2607.67,3.11,8109.86,0.00,SPORTSBOOK,SPORTSBOOK,SOCCER,BOTH_TEAMS_SCORE,GRE_VS_INT_20260322,Under 2.5,APP,2026-01-26T08:13:09Z,2026-01-27T13:13:09Z,LOST,,,,,
